programme_name,normalized_programme_name,institution_name,normalized_institution_name,raw_requirement_text,accepts_form_four_direct,accepts_form_six,accepts_certificate,accepts_diploma,accepts_equivalent,minimum_csee_division_if_available,minimum_acsee_principal_passes_if_available,minimum_points_if_available,required_subjects,required_subject_grades_if_available,required_prior_field_if_available,bridge_or_foundation_required,eligibility_confidence,official_source_url,notes
Bachelor of Auditing and Assurance,bachelor of auditing and assurance,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition. 4.0 50 3 25. Multimedia and Mass Communications IA026 Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition. 4.0 50",no,yes,no,no,no,,two principal passes,,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,medium,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IA025.
Bachelor of Banking with Apprenticeship,bachelor of banking with apprenticeship,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Diploma in Finance and Banking, Economics and Finance, Marketing, Business Management, Procurement and Logistics Management or Accountancy, Credit Management, Micro Finance, Insurance and Risk Management, Taxation, Project Management with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Economics,,"Finance and Banking, Economics and Finance, Marketing, Business Management, Procurement and Logistics Management",yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IA011.
Bachelor of Banking with Apprenticeship,bachelor of banking with apprenticeship,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition. If one of the principal passes is not in Advanced Mathematics an applicant must have at least a subsidiary pass or a minimum of “D” grade in Mathematics at O-Level.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,minimum of “D” grade in Mathematics at O-Level; “D” grade in Mathematics at O-Level,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IA011.
Bachelor of Business Management,bachelor of business management,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Diploma in Finance and Banking or Economics and Finance, Economics and Project Planning, Insurance and Risk, Taxation, Credit Management, Accountancy and Micro Finance, Accountancy with Information Technology, Business Management, Procurement and Logistics Management, Human Resources Management, Business Administration, Development Planning, Enterprise Management, Community Development, Local Government Administration, Public Administration, Accountancy or any related qualification and four passes at O- Level with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Economics,,Finance and Banking,yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IA002.
Bachelor of Business Management,bachelor of business management,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IA002.
Bachelor of Business Management.,bachelor of business management,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Art, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IAD04.
Bachelor of Business Management.,bachelor of business management,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Art, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture. 50",no,no,no,unknown,unknown,,two principal passes,,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Economics; English; English Language; French; Geography; History; Kiswahili; Mathematics; Physics,,,unknown,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IAD04.
Bachelor of Computer Networks Technologies,bachelor of computer networks technologies,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Diploma in Computer Science, Information Technology, Journalism, Mass Communication, Multimedia, TV and Radio Production, Computer Engineering, Information Systems, Networking, Mobile Application Development, Records & Information Studies, Public Relations, Marketing, Accountancy, Finance, Banking, Insurance and Risk Management, Business Management, Procurement, Logistics, Human Resources, Economics with an average of “B” or a minimum of GPA of 3.0 or Foundation programme of the OUT with a minimum GPA of 3.0.",no,no,no,yes,unknown,,,,Accountancy; Computer Science; Economics,,,yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IA028.
Bachelor of Computer Science,bachelor of computer science,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,Diploma in Computer Science or Information Technology and four passes at O-Level with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.,no,no,no,yes,yes,,,,Computer Science,,Computer Science,yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IA003.
Bachelor of Computer Science,bachelor of computer science,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: Physics, Chemistry, Biology, Computer Studies, Agriculture, Geography or Advanced Mathematics.",no,yes,no,no,no,,two principal passes,4.0,Advanced Mathematics; Agriculture; Biology; Chemistry; Geography; Mathematics; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IA003.
Bachelor of Credit Management,bachelor of credit management,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Diploma in Taxation, Accounting, Business Administration, Procurement and Supplies Management, Economics or Banking and Finance, Risk and Insurance with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accounting; Economics,,"Taxation, Accounting, Business Administration, Procurement and Supplies Management, Economics",yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IA016.
Bachelor of Credit Management,bachelor of credit management,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: Economics,Accountancy,Commerce,Physics,Chemistry,B iology,Agriculture, Geography or Advanced Mathematics.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Chemistry; Commerce; Economics; Geography; Mathematics; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IA016.
Bachelor of Cyber Security,bachelor of cyber security,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Diploma in Cyber Security, Information Technology, Computer Engineering, Computer Science, Information Technology, Computer networks, Mobile Application, Library Studies, Library and Information Sciences, Records Management, Multimedia, Business Information Technology, Electrical Engineering, Mechanical Engineering, Bio technology, Communication",no,no,no,yes,unknown,,,,Computer Science,,,unknown,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IA019.
Bachelor of Cyber Security,bachelor of cyber security,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following Science Subjects: Physics, Chemistry, Biology, Computer Studies, Agriculture,Geography, Computer Science or Advanced Mathematics.",no,yes,no,no,no,,two principal passes,4.0,Advanced Mathematics; Agriculture; Biology; Chemistry; Computer Science; Geography; Mathematics; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IA019.
Bachelor of Economics and Finance,bachelor of economics and finance,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Diploma in Finance and Banking or Economics and Finance, or 340 3 Economics and Finance Business Management, or Microfinance Management or Cooperative Management and Accounting or Procurement and Logistics Management or Accountancy, Economics and Project Planning, Credity Management, Economics and Taxation and four passes at O- Level with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Accounting; Economics,,Finance and Banking,yes,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: IA006.
Bachelor of Economics and Finance,bachelor of economics and finance,Institute of Accountancy Arusha (IAA),accountancy arusha iaa,"Two principal passes in the following subjects: Economics, Accountancy, Commerce, Physics, Chemistry, Biology, Agriculture, Geography or Advanced Mathematics.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Biology; Chemistry; Commerce; Economics; Geography; Mathematics; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: IA006.
